commentor,content,rating,shop_name,shop_url,shop_rating,shop_n_comments,updated_at
Tony Hoang,"Chiều chiều thèm bún bì quá, tạt ngang dzo đây làm một tô với gấu. Ăn xong làm thêm ly chè thowmnngon thiệt sướng khỏi bàn.
Lúc tới trước cửa có dựng cái xe đạp thời bao cấp + với mấy chục chậu cúc vàng tươi biết Xuân cái con khỉ đã về.
Menu Bún Bò phong phú, nem chả đủ loại. Chưng ntheo phong cách chợ quê ngày xưa, nhâm viêm bậm đò văn hóa miền nam bộ. Ngồi ăn bún trong không gian bao chất.
Quan trọng là giá vừa phải. Ngồi ăn giữa lòng sài gòn nhộn nhịp mà cứ tưởng đang ngồi ăn giữa đồng, có cau, có chuối tùm lum.
Gấu ngồi kế bên tưởng mẫu hậu không à :)))
Thèm bún bò gánh",8.2,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:01
Chí Khang Phạm,"Đi ăn vs chị, đồ ăn cũng bình thường. Mình ăn phần bún bò giò gân. Gân quá ít, giò thì hình như k phải giò, giống sườn hơn, nhưng lại nhiều mỡ, ít nạc mới đau chứ. Có điều, ở đây có quy định thời gian ở lại k? Tại sao đang ngồi, vẫn còn vài phần bánh bèo chưa ăn, đang nghỉ xíu thì nhân viên chạy lại đưa hóa đơn bắt thanh toán dù k ai gọi?? Mất lịch sự vậy, k có 1 lời giải thích nữa",5.0,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:01
Mều Na,"Ôi mình buồn muốn chết, mình đã kì vọng rất nhiều khi đến đây, nhưng mình cũng thất vọng nhiều đến bao nhiêu sau khi đến😤
Mình gọi bún bò bắp, sợi bún thì hay lắm, ăn rất thích, nhưng bắp cứng, ít, nước lèo thì quá ngọt, nói chung là mình ráng vớt bắp ra ăn hết cho đỡ tiếc, xong ngồi ráng ăn từng cọng bún, chứ đụng tới nước lèo là ăn không nổi. 😥
Em mình khen gỏi cuốn ăn ổn.
Mình gọi 1 ly trà đá mà vị nó kì kì như kiểu mùi ớt .,
Uống không nổi nên đành gọi ép thơm, ai dè thơm bị ủng, phải nói nhân viên đổi cho ly khác, may mà đi đổi không chắc cũng hận chết :))
Xe giữ giá 5k
Nhân viên cũng tạm ổn
Không gian quán rộng
Tụi mình gọi 1 bún, 3 gỏi cuốn, 1 nước suối, 1 trà đá, 1 ép thơm, 1 khăn lạnh. Tổng thanh toán 94k, 5k giữ xe là 99k đó :>",7.4,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:02
Quỳnh Dao Nguyễn,"Lần đi ăn gần nhất của mình là vào mùng 3 tháng 1, 2016
Mà sao thất vọng quá.

Mình gọi dĩa bánh thập cẩm (5 loại bánh) 36K ấy. Mà ăn xong ko muốn gọi thêm cái gì ăn cho no vì ko ngon.
Dĩa bánh gồm có:
- 1 cây chả (loại hay ăn chung với bún bò huế)
- 1 bánh bột lọc nhân tôm thịt: theo đúng cái tên 1 con tôm và 1 miếng thịt nhỏ xíu
- 2 cái bánh bèo to: có nhân có ít thịt + bánh mì: ăn cũng tạm nhưng bột hơi dày
- 1 cái bánh nậm: ăn cũng tạm
- 1 cái bánh ít trần: toàn đậu xanh ăn ngán lắm 
- 1 cái bánh bột lọc: khác hình dáng với cái bên trên nhân 1 con tôm 

Nói chung là ăn thấy ko ngon tí nào. 
Trước đây mình đi đà nẵng ăn mấy mòn này ngon lắm sao giờ ăn ở đây thất vọng tràn trề. 

Mình còn gọi 1 phần chè trôi nước + chè sương sa hạt lựu  

chè sương sa hạt lựu: mấu chưa đủ ngọt, bỏ đá vô là nhạt như nước lạ. mình ăn ko nổi luôn

Chè trôi nước (chè nóng) hơi ngọt nhưng ít ra mình ăn mà ko ôm cục tức",6.0,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:02
Suong Nguyen,"Trưa thèm bún bò gọi qua Deliverynow của Foody quán này ăn thử. 1 phần bún bò khoảng 40k nhưng kjá chất lượng, thịt giò và chả nhiều, thêm 1 lát chả cua nữa. Bún ở đây khá nhiều, gọi xin bún thêm ăn no quá trời luôn",7.4,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:03
Quỳnh Dao Nguyễn,"Nghe bạn bè quảng cáo quán thích hợp ăn trưa và giá cả phải chăng và chất lượng đảm bảo, nên hôm nay có dịp ở gần đó nên ghé thử. 

Mình gọi 1 phần chả giò tôm cua, bạn mình thì chọn bún bò giò bắp chả. 

Mình đi lúc 11 giờ trưa nên vắng lắm. Món cũng nhanh ra, chả giò thì phải order họ mới chiên.

Phần chả giò của mình nhìn chung ăn cũng được. Nhưng mà nói là chả giò tôm cua mà chả thấy tôm cua đâu toàn là cà rốt với đậu. Mình sẽ thích món này hơn nếu ko có đậu. Đậu vô ăn bột quá. 

Ai gọi chả giò thì chú ý kẻo thất vọng nhé. Nước mắm thì an thích ăn nước mắm ngọt sẽ thích còn mấy bạn ko ăn nước mắm ngọt thì chú ý nhé.

Bún bò thì được 2 miếng thịt 1 miếng chả 1 giò. Ăn cũng ok, ai ko thích ăn mặn thì hợp chứ mình thích đậm đà hơn. Ăn no luôn.

Nói về giá cả thì dùng từ ""phải chăng"" là đúng rồi. Mặt bằng trung tâm q1 mà giá đó đồ ăn nhiêu đó là hợp lí rồi ( dù gần nhà mình giá đó thì nhiều thịt hơn, cũng q1) 

Ko gian thì thoáng do quán kiến trúc thời pháp. Mình recommend lên lầu ngồi, khỏi bị quấy rầy.",7.2,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:03
Tròn Vo Ăn Tạp,"Đề nghị quán xem lại thái độ phục vụ của nhân viên mình. Đưa ra sai món kêu đổi lại thì bảo hết rồi, vậy mà mình kêu nhân viên khác đổi lại thì có. Bực cả mình.",5.4,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:04
Trang Min,"Mình đã đến đây để ăn tối cùng với bạn.
Ghi điểm đầu tiên là không gian quá rộng rãi,thoáng mát, sạch sẽ.
Thứ 2 là giá cả khá rẻ so với mặt bằng khu quận 1. 
Mình đã gọi 2 tô bún bò giò và 1 dĩa bánh thập cảm.
Bún bò nước súp khá ngon. Dĩa bánh cũng khá nhìu gồm bánh bèo, bánh nậm, bánh bột lọc.... Do ăn bún bò no nên ko ăn hết dĩa bánh.",7.4,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:04
Heo Heo,"Bún bò ngon, nhiều, gia ko quá cao, bánh nậm ăn vừa miệng, rất thich ^^ Quán có không gian thóang mát, nhân viên mặc đồ dễ thương nhưng ít cười với khách, có dịp sẽ qay lại ^^^^",8.0,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:04
Daniel Nguyen Hoang Trung,Có gián bò lên bàn. Nói em phục vụ thì chỉ biết nhăn mặt rồi quay đi làm ngơ. Phản hồi với Quản lý thì được nói là dọn chỉ lau bàn không xịt thuốc nên có nhiều con nằm trong hốc gỗ của bàn. Các bạn tới ăn thì nhắm mắt cho qua ha...,5.6,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:05
Phươngg Phươngg,"Bún bò ngon, không gian thoáng đãng. Có nhiều lựa chọn cho mọi người như bánh bèo, bánh bột lọc, các loại chè tráng miệng. Nhân viên không hay cười nhưng phục vụ rất tận tâm",7.8,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:05
Lep Up,"Quán toạ lạc trên mặt bằng quận 1 nhưng giá cả cũng k cao lắm, vị bún bò ăn cũng khá ok, ăn bánh bèo ở đây mình thich vị nước mắm nhạt vừa ăn.",8.8,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:05
Fall Gấu,"Bún bò ngon, 1 bát bình thường 35k, đầy đủ 45k, chỗ ngồi rộng rãi.",7.2,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:05
Ngọc Hiếu Nguyễn Huỳnh,"Quán có không gian rộng rãi, thoáng mát và sạch sẽ được bài trí theo kiểu nhà quê gần gũi, khách du lịch đến thưởng thức cũng khá nhiều nên giá của một tô bún hơi cao hơn những chỗ khác 1 chút nhưng có thể chấp nhận được. Bún ăn tương đối nhưng không phải là quá đặc sắc. Quán còn có thêm vài món ăn nhẹ ngoài bún. Nói chung, mình chấm nhất là không gian của quá này, hợp cho việc hẹn hò hay họp mặt gia đình.",7.2,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:06
Khôi Nguyễn,"Mình được một người bạn giới thiệu và dẫn đi ăn thử. Quán khá đông khách, bên dưới hầm và rất nóng nên lên lầu ngồi ăn, cũng không khá hơn bao nhiêu. Quán không gian hoài cổ, mở nhạc xưa. Bàn nhân viên lau chưa sạch lắm, mình phải kêu lau lại. Kêu 2 tô bún bò nạm, lúc ăn thấy không được nóng lắm, thịt hơi dai, nước thì theo mình là OK. Nhân viên làm cũng khá nhanh, cũng thân thiện",6.0,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:06
Black Jack,"Trưa ở cty gọi bún bò về ăn, bún bò ở đây khá ngon đặc biệt là nước lèo mình húp hết luôn, chả ăn cũng khá đặc biệt mình ăn nhiều quán nhưng chưa thấy giống như ở đây, ngoài ra còn thịt bò và giò thì cũng bình thường, giá 39k/phần, giao qua deliverynow.vn khá nhanh.",7.6,Bún Bò Gánh - Nguyễn Du,https://www.foody.vn/ho-chi-minh/bun-bo-ganh-ho-tung-mau,6.6,121,2022-03-13 10:54:07
Khanh Le,"Không gian đẹp đậm chất an yên, âm thanh nhạc*** tĩnh tâm, mùi hương xông dịu nhẹ thư giãn, món ăn vừa vị ngon thanh vừa trình bày rất đẹp. Nhân viên cực kỳ dễ thương và tâm lý. Một nhà hàng rất đáng để mọi người thưởng thức và cảm thấy rất thoải mái trong người sau khi dùng bữa tại đây xong. Đây là nhà hàng mình hay ghé ăn, trước dịch và sau dịch vẫn giữ nguyên chất lượng như thuở ban đầu!",5.0,Shamballa Vegetarian Restaurant Lounge & Cafe,https://www.foody.vn/ho-chi-minh/shamballa-vegetarian-restaurant-lounge-cafe,7.7,4,2022-03-13 10:53:06
Minh Ngọc,"🌿Không gian quán rộng, có cả khu vực trong và ngoài. Mình rất thích khu vực bên ngoài vì có tạo hình 1 dòng thác nhỏ vs tiếng suối, tạo cho mình 1 cảm giác dễ chịu.

🌿Trong số các món được gọi, mình thích nhất là gỏi trái vả Huế và lẩu shamballa. Gỏi vô cùng đậm đà, còn lẩu thì có món hoành thánh chiên ăn lạ miệng nhưng không ngán. Các món còn lại ăn bình thường. 

🌿Nhân viên nhanh nhẹn, nhiệt tình. Có cô chủ quán rất thân thiện niềm nở vs khách. Chắc chắn mình sẽ quay lại🥰.",8.0,Shamballa Vegetarian Restaurant Lounge & Cafe,https://www.foody.vn/ho-chi-minh/shamballa-vegetarian-restaurant-lounge-cafe,7.7,4,2022-03-13 10:53:07
Winnie Chan,"Nhà nằm trung tâm Q1
Không gian đẹp
Nhân viên phục vụ nhiệt tình
Món ăn: không hợp khẩu vị mình lắm
Giá cả hơi cao",7.8,Shamballa Vegetarian Restaurant Lounge & Cafe,https://www.foody.vn/ho-chi-minh/shamballa-vegetarian-restaurant-lounge-cafe,7.7,4,2022-03-13 10:53:07
Le Nguyen,"Mình từng dùng bữa tại shamballa chi nhánh khác rồi. Hôm nay Tết, mùng 5, mình dùng bữa chay với bạn tại chi nhánh này.
Cũng như chỗ trước, không gian nhà hàng rất rộng rãi, thoáng mát, có hồ nước và cây xanh, tạo cảm giác thư giãn nhẹ nhàng cho khách.
Món ăn : mình dùng mâm thập cẩm các loại bánh lọc, Lẩu Shamballa, đậu phụ 3 tầng, tráng miệng với chè nhãn nhục hạt sen. Nước uống: mocktail củ dền, lạ miệng và ngon.
Các món ăn đc nêm nếm ngon, đậm đà, đẹp mắt. Món lên nhanh, các bạn nhân viên chu đáo.
Tổng bill của mình là 1tr2 cho 3 người.",9.8,Shamballa Vegetarian Restaurant Lounge & Cafe,https://www.foody.vn/ho-chi-minh/shamballa-vegetarian-restaurant-lounge-cafe,7.7,4,2022-03-13 10:53:07
Khanh Le,"Tô bún bò không có mùi vị bún bò, nước siêu mặn, nhiều bột ngọt ( ăn xong tê lưỡi liền). Thái độ bán hàng chảnh không cần tiếp khách, không gian ẩm thấp xuống cấp, đũa muỗng cũ kỹ kém vệ sinh",1.0,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:26
Linh Huỳnh,"Mặn. Nhiều bột ngọt. 60k thì chưa xứng đáng. Chả cua ngon oke.
Kêu thêm tô sườn thì là sườn heo chớ kf sườn bò. Muốn khóc ghê vậy đó. Nói chung bản thân thấy tệ",3.4,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:26
La Bu,"Nói tới bún bò thì mình khá là kén ăn tại mình chỉ ăn bún bò của má hoặc 1 tiệm yêu thích ngoài Huế nhưng mình có thể tự tin giới thiệu với các bạn quán này nên mình nghĩ nó cũng phải đặt trên mức trung bình của mọi người nhỉ? Chỗ này chỉ bán sáng, ngày thường thì tới 10h còn cuối tuần thì 9h là hết rồi nên tranh thủ đi nha
.
- Chỗ này đặc biệt là đi tới đây cầm đúng 50k là được 1 tô bún nóng hổi, khăn lạnh và trà đá free, gửi xe miễn phí luôn, xịn ha. Kiểu nước dùng thì nấu y hệt ngoài Huế, thơm mùi mắm ruốc, đậm đà và hơi mặn vào tầm 10h. Mình luôn thấy mắc cười khi mọi người gọi cái miếng chả màu cam ở những chỗ khác là chả cua vì thật sự nó chả có tí cua nào cả :)) Chả cua ở đây mới đúng kiểu Huế nè, thịt cua được sé xợi rồi nhồi cùng mộc, nói chung là ngon lắm lắm luôn. Ở đây cũng có bò tái nữa nhưng ăn vè sẽ ngon hơn vì vừa có mỡ vừa có thịt nhưng thịt được hầm mềm, không dai hay ngấy tí nào luôn. Ở đây có móng và giò nên bạn nào thích cứ ăn thử nè. Sa tế tự làm nên bạn nào ăn không được cũng nên bỏ thêm tí xíu cho thơm nha. Một tô đầy đặn và nhiều thịt lắm, ăn xong no luôn á.",8.0,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:27
Vi Nguyen,"Mình đặt bún bò gân. Thịt gân quá dai, không mềm. Nước lèo quá mặn. Giá 50k một tô thì thịt nhiều, chả cua đc 3 viên.",5.0,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:27
Khau Le,"First time, I come n try foods here. I dont wanna mention to service since this bistro is too small to know how service is( service is bad, take time much). But frankly once we ve tried them, Theirs tastes are so so so bad n expensive also. They charged us same price even we ordered 2 size different. One for baby n one is normal size. Conclusion, it is so bad. 
I review it to those who havent tried it. Dont come.",1.8,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:28
Tram Phuong Nguyên,"Tình cờ đi qua đường này và phát hiện quán khá đông vào buổi sáng nên ghé vô ăn thử , và đến bây giờ mình đãlà khách hàng thân quen của quán , bữa nay còn ghé mua về nhà. Cách nêm nếm của quán này không giống những quán khác, nước lèo rất thanh , ăn lần đầu không thể cảm nhận được hết, đến lần thứ hai , thứ 3 thì đã bị ghiền, thik nhất ở quán là tái , tái được cắt thành miếng khá lớn, dày, chấm cùng với nước mắm ớt của quán, chả cua của quán cũng khá ngon . Giá 1 tô bún bò là 50k, quán còn miễn phí trà đá",8.0,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:28
Mary Deroux,"Mình không thích bún bò chuẩn Huế dù bên nội là gốc người Huế. Do nước dùng bỏ mắm ruốc hơi nhiều nên khá mặn, hơi hôi và hơi cay với mình khi mình ăn ngoài đó.

Nhưng ở đây thì khác. Dù nấu đúng chuẩn vị Huế nhưng nước dùng rất thơm, ngọt đậm đà và thanh đến tận cùng dù có mùi vị của mắm ruốc. Do quán bỏ lượng mắm ruốc vừa phải nên hợp với cả những bạn có khẩu vị miền Nam đó👌🏻Trừ khi bạn ghét vị mắm ruốc thôi. Vị nước dùng cay nhè nhẹ nên càng dễ ăn với những bạn ăn cay kém như mình. 

Cọng bún nhỏ, chần vừa phải nên độ dai rất vừa. 1 tô đầy đủ sẽ gồm nạm bò, 2 cục sườn non, 1 cục chả cua, huyết heo.

Nạm xắt miếng dầy, mềm nhưng hơi dai với mình. 

Sườn non hầm cực mềm, cục to và ngọt thịt.

Chả cua được nấu trong 1 cái nồi nhôm tròn nhìn như nồi bát quái😂Cục chả cua ở đây to chắc và thật sự chất lượng. Vì có cả sớ thịt cua được nhồi trong giò sống. Nhưng không tanh mùi cua do được hầm với sả và có lẫn mùi vị gạch cua rất thơm. 

Mới đầu mình không biết ở đây bán 1 combo (50k) gồm 1 tô bún bò đầy đủ + 1 khăn lạnh + 1 ly trà đá. Cứ tưởng bán lẻ lẻ như mấy nơi khác, tới khi cô đem ra thì mới biết🤣Mà mình không thích trà đá ở đây do là trà gừng huhu. 

Ở đây có cả giò heo nhưng rất tiếc mình niềng răng nên không có khả năng cạp mấy thứ đó :)). 

Quán bán từ 7h - 10h sáng nhưng có lúc mình ăn 11h vẫn còn :)). Cô chú bán hàng hiền lành, nhiệt tình lắm. Thấy mình chụp hình nồi chả cua thì làm mấy động tác múc múc lên cho mình chụp nữa :)).",8.8,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:29
Tân Đặng,"Trên đường đi làm đi ngang qua quán này hoài, thấy lúc nào cũng đông đúc nhưng mà giờ mới có dịp ăn. Sẵn gọi một tô đặc biệt luôn thì bao gồm chả cua thịt bắp bò và giò rất là chất lượng. Mình không nhớ cụ thể giá nhưng tầm 45k - 50k/ tô",7.8,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:29
Trịnh Ngọc,"Sáng đi làm thèm bún bò, thấy quán đông người nên ghé vào ăn thử. Mình kêu hai tô, một tô bò không và một tô thập cẩm. Bưng ra hết hồn, thịt bò nhiều lắm luôn. Tô thập cẩm có bò, huyết, cục mọc và 2 miếng sườn to đùng. Nước dùng cũng đậm đà và đặc biệt bò không bị oi hay hôi. Thích nhất là miếng sườn hầm mềm ăn rất ngon. Vào quán còn được mang ra hai ly trà đá free. Giá cả hơi cao, 50k/1 tô nhưng chất lượng lắm. Ăn xong no đến tận trưa.",6.6,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:30
Thỏ Ham Ăn,"Hai hôm trước mình có đi ăn bún bò ở Út Hưng, quán ngay góc đường nên cũng dễ tìm, đông đúc lắm.
-Bún bò (200k/4 tô) -> 50k/tô cũng không phải rẻ lắm. Ở đây nước bún bò nấu bằng ruốc nên khá đúng vị nhưng để nói là ngon thì không sánh được bằng ở quê mình, nước lèo đậm đà, bò mềm.
-Không được vệ sinh cho lắm (đây cũng là lí do khiến mình quyết định không bao giờ quay lại nữa). Tô của mình bưng ra có giò mà mình không ăn giò nên mình bưng vào bảo cô ơi con không ăn giò và rồi... cô dùng tay (không đeo bao hay dùng đũa gì) nhúng vào tô bún của mình, lấy miếng giò ra và quay sang bốc nắm thịt bỏ vào tô bún, rau và giá cũng không trụng :) Ok mình rất ổn !!!",5.0,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:30
Phương Anh Trần,"Hôm chủ nhật 1/10, mình và ông xã có ghé bún bò Út Hưng ăn sáng. Về món ăn mình không bàn luận vì tùy khẩu vị, ông xã mình thích, còn mình thấy bình thường không đặc sắc lắm, chả cua ăn được. Quán phục vụ trà đá miễn phí, vì mình ngồi đối diện vị trí rửa chén và múc trà đá cho khách nên thấy rõ, khi xô trà đá hết, nhân viên vô tư lấy vòi nước đang dùng rửa chén châm nước vào xô trà đá để trên, nhìn thấy muốn nhợn luôn, mình có hỏi ông chú trong quán (có thể là chủ quán) là nước trong vòi đó là nước gì thì ổng nói là nước máy. Quán đông, giá 1 tô cũng trên 50k, chủ yếu khách đến ăn cũng là khách có tiền nhiều sao có thể ẩu tả vậy được nhỉ, khuất mắt không thấy thì thôi, nhưng nhìn thấy rồi thì không chấp nhận được. Thà tính tiền ly trà đá 3k, 5k, nhưng phục vụ nước chín đàng hoàng, mình thấy cuối tuần gia đình dẫn con cái đi ăn cũng đông, lỡ trẻ con uống nó đau bụng thì sao???",2.6,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:30
Minhtrang2478,"Quán nằm ngay góc Bà Huyện Thanh Quan với Võ Thị Sáu, mặt tiền hoành tráng, khách ăn đông nhưng thật sự mình không thấy bún bò ở đây ngon, nước dùng nguội, bò dai, chả cua ăn tạm. Quán phục vụ nhanh, gọn, 50k/ tô gồm trà đá, khăn lạnh.",7.0,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:30
Mushroom Ashi,"-- Quán có không gian khá thoáng và cũng mát mẻ. Mình ăn bún bò ở đây từ hồi quán còn nằm trong con hẻm nhỏ bên đường Tú Xương.
-- Mình thích ăn bún bò hơn là bún giò, do toàn bị trúng miếng thịt xương hơi khô nên chả gọi giò làm gì ^^ Bún bò khá ngon nhé, thịt bò nhiều và rất mềm, chả cua và huyết cũng ngon nữa, nước lèo thì được nêm nếm vừa ăn luôn.
-- Quán phục vụ trà đá miễn phí nhé. Bún bò ở đây giá ko phải rẻ, 4 tên ăn hết 200K.
-- Nhân viên phục vụ nhanh ko phải đợi lâu, gọi món tí là có liền.",8.0,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:31
Trung Vương,"- Vị trí: Vị trí ổn, dễ tìm, giữ xe thoải mái nhưng không ai dắt. 
- Giá cả: Giá khoảng 40 - 50k 1 tô. Giá hoàn toàn ok nha :D.
- Chất lượng: Mình kêu 2 bùn bò giò heo, giò heo tô mình thì mềm, tô bạn thì lại bị cứng. Điểm ngon ở đây là bò nha, bò cực kì ngon và mỗi tô bún bò còn có miếng huyết cũng ngon. Đi ăn ở đây nên kêu 1 tô bò không ăn cho đã nha :D. Ngon lắm. Trà đá mùi gừng thơm nhẹ.
- Phục vụ: Làm nhanh, tương đối thân thiện.
- Không gian: Không gian to, thoáng nhưng nóng.",6.8,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:31
Vo Ngoc Quynh Nhu,"Quán này giờ đã chuyển qua địa điểm mới 113 Bà Huyện Thanh Quang p7 q3, rộng rãi & khang trang hơn. Nhưng chất lượng & giá cả không đổi. Vẫn 50k/ tô với thịt thà, huyết & chả đầy ụ. Mỗi khách hàng vào ăn đều được miễn phí 1 ly trà đá & khăn ướt, còn kêu nước khác thì vẫn tính tiền như thường. Sate ở quán này mình phải công nhận là siêu cay nhưng cũng rất ngon, dù biết cay nhưng cỡ nào mình cũng phải cho 1 ít để lấy hương.",7.8,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:32
Bui Dang Khoi,"Hôm qua mình đã ăn chi nhánh bên BHTQ và LCT. Giá 50k/tô nên ăn quá no đến ngấy. Khăn lạnh, trà đá free nhưng thật ra giá cả không phù hợp với số tiền đã bỏ ra. Bạn mình kêu tô giò mà quán lại thế giò bằng sườn heo dù lúc đó mới 7h15 sáng.",6.2,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:32
Nấm Nấm,"Quán này khá nổi tiếng nên mình đi ăn thử. 50k / tô, nhưng thịt thà rất chất lượng, giá cả không gian đều xứng đáng. Đặc biệt bún bò rất ngon, thịt và nước súp không có gì để phàn nàn. Khăn ướt trà đá miễn phí. Thích quá, sẽ đến ăn thường khi túi tiền cho phép :)",7.0,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:32
Hong Do,"Chỉ vì bún bò rất ngon mà mình bỏ qua mọi thứ: không gian, phục vụ. 

Bò ngon, nước lèo ngon (tuy có bột ngọt), chả cua tuyệt vời (làm từ cua thật nên ăn vô có thit va gạch cua ngon lắm).

Mới mở thêm chi nhánh ở góc Bà Huyện Thanh Quan và Lý Chính Thắng. Bữa mình ăn thấy tính 50k, ko biết là lên giá đều hay ở đó mới 50k",7.2,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:32
Hong Do,"Mình rất thích vị bún bò ở đây. Tuy mình làm gần đó nhưng thỉnh thoảng mới ăn vì sáng khách đông, lại có 1 ng nấu, dạo này mở thêm chi nhánh nên order rối nùi, phải tranh thủ đi thật sớm thì ăn xong mới kịp giờ làm. 

45k cho 1 tô đầy đủ không giò",7.0,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:33
Thu Thảo Đỗ,"Mình mê nhất là món bún hến và cơm hến, là người từng sống ở Huế một thời gian dài nên mình đã nghiện món này. vào sài gòn ngày nào mình cũng rong ruỗi kiếm món này để thưởng thức. Nhưng có điều, vào tới này nó không còn ngon như mình đã từng thưởng thức, và giá cả cũng không còn rẻ như mình đã từng ăn. Ở Huế món này chỉ giao động từ 5,000đ - 10,000 thôi. Vậy mà vào tới đây đã lên 30,000đ. Nhưng dù sao có để lâu lâu nhớ Huế mình chạy tới ăn còn hơn là chít thèm.......",6.8,Út Hưng - Bún Bò,https://www.foody.vn/ho-chi-minh/ut-hung-bun-bo,6.1,-1,2022-03-13 10:53:33
Khanh Le,"Bán thiếu riêu cua trong phần canh bún, mọi ngừời kiểm tra lại khi mua mang về",1.0,Bún Riêu Cua Ốc 66 - Chợ Võ Văn Tần,https://www.foody.vn/ho-chi-minh/bun-rieu-cua-oc-cho-vo-van-tan,6.6,41,2022-03-13 10:53:31
